N,P,K,ph,temperature,humidity,rainfall,label,location,latitude,longitude
70,36,42,6.9462098810000015,21.84106875,80.72886384,202.3838319,rice,India,20.5937,78.9629
76,47,42,5.739175027000001,20.08369642,83.29114712,263.6372176,rice,India,20.5937,78.9629
99,41,36,6.738652179,24.45802087,82.74835604,182.5616319,rice,Indonesia,-0.7893,113.9213
99,54,37,5.5948196260000005,21.14347496,80.33502926,198.6730942,rice,China,35.8617,104.1954
86,59,35,6.946636369,25.78720567,82.11124033,243.5120414,rice,India,20.5937,78.9629
69,46,41,5.012139669,23.64124821,80.28597873,263.1103304,rice,China,35.8617,104.1954
91,56,37,6.363472207999999,23.43191632,80.56887849,269.5039162,rice,China,35.8617,104.1954
61,52,41,6.880431223,24.97669518,83.891805,204.8001847,rice,India,20.5937,78.9629
67,45,38,7.300410836,22.72791041,82.17068809999998,260.8875056,rice,China,35.8617,104.1954
79,42,37,6.587918707999999,24.87300744,82.84022551,295.6094492000001,rice,China,35.8617,104.1954
78,43,42,7.283736617000001,21.32376327,83.00320459,192.3197536,rice,Indonesia,-0.7893,113.9213
75,54,36,7.023936392,26.29465461,84.56919326,257.4914906,rice,India,20.5937,78.9629
97,36,45,6.939083505,22.2286982,81.85872947,278.0791793,rice,India,20.5937,78.9629
67,47,44,7.868474653,26.73072391,81.78596776,280.4044392,rice,Indonesia,-0.7893,113.9213
73,35,38,5.005306977,24.88921174,81.97927117,185.9461429,rice,India,20.5937,78.9629
77,36,37,6.136131869,26.88444878,81.46033732,194.5766559,rice,China,35.8617,104.1954
81,41,38,7.5240800760000015,22.67846116,83.72874389,200.9133156,rice,Indonesia,-0.7893,113.9213
68,57,43,5.706943251,26.08867875,80.37979919,182.9043504,rice,Indonesia,-0.7893,113.9213
72,45,35,5.758506323,25.42977518,82.94682591,195.3574542,rice,Indonesia,-0.7893,113.9213
61,53,43,6.349606327,26.40323239,81.05635517,223.3671883,rice,Indonesia,-0.7893,113.9213
67,43,39,5.9999690260000005,26.04371967,84.96907151,186.7536773,rice,Indonesia,-0.7893,113.9213
67,58,39,5.453592032,25.2827223,80.54372813,220.1156708,rice,China,35.8617,104.1954
66,60,38,6.372576327000001,22.08576562,83.47038318,231.7364957,rice,India,20.5937,78.9629
82,43,38,5.105588355,23.28617173,81.43321641,242.3170629,rice,Indonesia,-0.7893,113.9213
84,50,44,5.9353444060000005,25.48591986,81.40633547,182.6549356,rice,China,35.8617,104.1954
81,53,42,5.17782304,23.67575393,81.03569343,233.7034975,rice,Indonesia,-0.7893,113.9213
91,50,40,6.462391607000001,20.82477109,84.1341879,230.22422230000004,rice,India,20.5937,78.9629
93,53,38,7.069172227,26.92995077,81.91411159,290.67937830000005,rice,Indonesia,-0.7893,113.9213
90,44,38,7.473134377,23.83509503,83.88387074,241.20135130000003,rice,India,20.5937,78.9629
81,45,35,6.158376967000001,26.52872817,80.12267476,218.9163567,rice,India,20.5937,78.9629
78,40,38,7.549873681,26.46428311,83.85642678,248.2256491,rice,Indonesia,-0.7893,113.9213
60,51,36,6.028321557999999,22.69657794,82.81088865,256.9964761,rice,India,20.5937,78.9629
88,46,42,6.604993475,22.68319059,83.46358271,194.2651719,rice,China,35.8617,104.1954
93,47,37,6.500343222000001,21.53346343,82.14004101,295.9248796,rice,China,35.8617,104.1954
60,55,45,5.935745417000001,21.40865769,83.32931909999998,287.5766935000001,rice,India,20.5937,78.9629
78,35,44,7.072655622,26.54348085,84.67353597,183.6222657,rice,China,35.8617,104.1954
65,37,40,5.333322606,23.35905428,83.59512273,188.413665,rice,India,20.5937,78.9629
71,54,16,5.7499144210000015,22.61359953,63.69070564,87.75953857,maize,Brazil,-14.235,-51.9253
61,44,17,6.931756557999999,26.10018422,71.57476937,102.2662445,maize,USA,40.7128,-74.006
80,43,16,6.657964753,23.55882094,71.59351368,66.71995467,maize,USA,40.7128,-74.006
73,58,21,6.596060648,19.97215954,57.68272924,60.65171481,maize,Brazil,-14.235,-51.9253
61,38,20,5.970458434,18.47891261,62.69503871,65.43835393,maize,South Africa,-30.5595,22.9375
68,41,16,6.158830619,21.77689322,57.80840636,102.0861694,maize,South Africa,-30.5595,22.9375
93,41,17,6.047906679,25.6217169,66.50415474,105.4654703,maize,South Africa,-30.5595,22.9375
89,60,19,5.913664501,25.19192419,66.69029010000001,78.06639649,maize,Brazil,-14.235,-51.9253
76,44,17,5.855442401,20.41683147,62.55424820000001,65.27798457,maize,USA,40.7128,-74.006
67,60,25,5.750254943,24.92162194,66.78627406,109.2162279,maize,South Africa,-30.5595,22.9375
70,44,19,5.852607099,23.31689124,73.4541537,94.29712821,maize,South Africa,-30.5595,22.9375
90,49,21,6.4725232870000005,24.84016732,68.3584573,74.05474936,maize,South Africa,-30.5595,22.9375
62,52,16,6.9670577620000005,22.27526694,58.84015925,63.87020584,maize,South Africa,-30.5595,22.9375
92,44,16,6.082973754,18.87751445,65.76816093,94.76189431,maize,South Africa,-30.5595,22.9375
66,54,21,5.919045532,25.19008683,60.200168700000006,72.12375573,maize,South Africa,-30.5595,22.9375
63,58,22,6.204747652999999,18.25405352,55.28220433,63.72358154,maize,South Africa,-30.5595,22.9375
70,47,17,6.600827017,24.612911800000006,70.4162444,104.1626147,maize,Brazil,-14.235,-51.9253
61,41,17,6.021902237000001,25.1420613,65.26185135,76.68456006,maize,Brazil,-14.235,-51.9253
66,53,19,6.033550195,23.09348056,60.11593810000001,65.49730729,maize,South Africa,-30.5595,22.9375
74,55,19,6.28886807,18.05033737,62.89366992,84.23613484,maize,Brazil,-14.235,-51.9253
77,57,21,6.550563822999999,24.9321581,73.80435276,79.74078719,maize,South Africa,-30.5595,22.9375
99,50,15,5.573286437,18.14710054,71.09445342,88.07753741,maize,USA,40.7128,-74.006
74,56,22,6.829199275,18.28362235,66.65952796,80.97573281,maize,USA,40.7128,-74.006
83,45,21,5.716222912,18.83344471,58.75082029,79.75328959999999,maize,South Africa,-30.5595,22.9375
100,48,16,5.54990242,25.71895816,67.22190688,74.51490791,maize,Brazil,-14.235,-51.9253
79,51,16,6.586244581,25.33797709,68.49835977,96.46380213,maize,USA,40.7128,-74.006
94,39,18,5.893093135,23.89114571,57.48775781,102.8301942,maize,South Africa,-30.5595,22.9375
75,49,15,5.918263801,21.53574127,71.50905983,102.4852929,maize,USA,40.7128,-74.006
78,48,22,5.588650585,23.08974909,63.10459626,70.43473609,maize,South Africa,-30.5595,22.9375
87,54,20,6.576418207000001,25.61707368,63.4711755,108.8303762,maize,South Africa,-30.5595,22.9375
87,35,25,6.178056304,21.44526922,63.1621551,65.88951188,maize,USA,40.7128,-74.006
63,43,19,6.641906353,18.51816776,55.53128131,90.988051,maize,USA,40.7128,-74.006
84,57,25,6.489040367,22.53510514,67.99257471,64.40866039,maize,USA,40.7128,-74.006
64,35,23,5.680361037999999,23.02038334,61.89472002,63.03843397,maize,South Africa,-30.5595,22.9375
60,46,22,6.625404347999999,24.89364635,65.61418761,87.9298085,maize,South Africa,-30.5595,22.9375
98,44,21,6.524478032,25.77175115,74.089114,107.4931917,maize,South Africa,-30.5595,22.9375
75,56,18,5.696205468,19.39851734,62.35750641,60.95197486,maize,Brazil,-14.235,-51.9253
86,55,21,6.803931519,21.54156232,59.64024162,109.7515385,maize,USA,40.7128,-74.006
98,35,18,6.252797547999999,23.79746068,74.82913698,91.76337172,maize,USA,40.7128,-74.006
76,57,18,6.092725883,18.9802729,74.52600826,94.26249353,maize,Brazil,-14.235,-51.9253
99,56,17,6.234330356,24.10859207,73.13112261,71.07562236,maize,USA,40.7128,-74.006
60,44,23,5.722579819,24.7947077,70.04556743,76.72860067,maize,South Africa,-30.5595,22.9375
74,48,17,6.430616465,21.63162756,60.27766379,69.21803098,maize,USA,40.7128,-74.006
89,60,17,5.983952675,25.37548751,57.21025565,101.7004306,maize,Brazil,-14.235,-51.9253
69,51,23,6.80163854,22.21738222,72.85462807,106.6213157,maize,South Africa,-30.5595,22.9375
96,46,22,6.499936446,20.58314011,69.00128641,66.29390357,maize,USA,40.7128,-74.006
61,60,15,6.265564338,24.87502824,68.74248334,91.26056654,maize,Brazil,-14.235,-51.9253
74,58,18,6.727303282,20.03728219,56.35606753,109.024141,maize,USA,40.7128,-74.006
74,43,23,6.325235159,25.95263264,61.89082199,99.57981207,maize,USA,40.7128,-74.006
63,43,17,6.807487794,19.28889933,65.47050802,71.3195307,maize,USA,40.7128,-74.006
99,36,20,6.671085817000001,20.57981887,65.34583901,78.34604471,maize,South Africa,-30.5595,22.9375
77,36,23,6.648725327,24.71417533,56.73426469,88.45361858,maize,Brazil,-14.235,-51.9253
87,60,23,6.439071996,20.27317074,63.91281869,62.50351892,maize,USA,40.7128,-74.006
60,38,17,6.474476516,18.41932981,64.23580251,76.41312437,maize,Brazil,-14.235,-51.9253
94,54,17,5.871647806,23.39128187,61.74427165,107.3198135,maize,South Africa,-30.5595,22.9375
95,38,22,5.730617109,19.84939404,61.24500053,100.7689246,maize,Brazil,-14.235,-51.9253
84,44,21,5.850439831,21.869274,61.91044947,107.2681929,maize,Brazil,-14.235,-51.9253
77,58,19,5.791649933,22.8056033,56.50768935,101.5952794,maize,Brazil,-14.235,-51.9253
66,44,20,6.740000687999999,19.0781471,69.02298571,80.72515943,maize,USA,40.7128,-74.006
63,35,16,6.272417541,22.02720976,65.35549924,83.73280082,maize,USA,40.7128,-74.006
79,45,20,5.715208817000001,23.80546189,59.24537979,89.96220140000001,maize,Brazil,-14.235,-51.9253
72,60,25,5.773454729,18.52510753,69.0276233,88.10234397,maize,USA,40.7128,-74.006
67,51,24,5.584171461,23.50297882,61.32026065,64.77791424,maize,South Africa,-30.5595,22.9375
86,36,24,5.787268394,26.54986394,72.89187265,73.33636055,maize,Brazil,-14.235,-51.9253
76,48,18,5.77597783,19.29563411,69.63481219,83.21030571,maize,Brazil,-14.235,-51.9253
75,53,18,6.864793607,20.68899915,59.4375337,103.651438,maize,Brazil,-14.235,-51.9253
81,45,23,6.192360002999999,19.32666088,68.03449300000001,84.22969177,maize,South Africa,-30.5595,22.9375
73,45,21,6.636803222999999,24.60532218,73.58868502,96.59195302,maize,Brazil,-14.235,-51.9253
71,35,24,5.826426917,22.27373646,59.52193158,67.96704792,maize,Brazil,-14.235,-51.9253
96,54,22,6.960358276,25.70196694,61.33450447,83.20711308,maize,USA,40.7128,-74.006
99,39,18,6.11275104,19.20129357,68.30578978,87.85092352,maize,Brazil,-14.235,-51.9253
62,48,20,6.708446922,21.70181447,60.47470519,95.71388473,maize,Brazil,-14.235,-51.9253
86,37,16,5.561510732,20.51716779,59.21235483,67.61013737,maize,USA,40.7128,-74.006
94,50,19,5.873242491,23.30355338,73.62548442,97.59081274,maize,South Africa,-30.5595,22.9375
76,39,24,6.995843776,24.2547451,55.64709899,64.23845455,maize,South Africa,-30.5595,22.9375
77,52,17,5.714799723,24.86374934,65.7420046,75.82270467,maize,Brazil,-14.235,-51.9253
74,39,23,6.78073637,22.6265115,65.77472881,88.17251033,maize,USA,40.7128,-74.006
81,49,20,5.513697923,18.04185513,60.61494304,104.2321615,maize,Brazil,-14.235,-51.9253
63,42,21,5.798423907999999,23.26237612,72.33125523,67.10225139,maize,South Africa,-30.5595,22.9375
99,38,21,6.352471866,22.88330922,71.59722446,67.72777298,maize,USA,40.7128,-74.006
90,52,25,6.822586546,25.97482359,69.36385721,103.2234212,maize,USA,40.7128,-74.006
68,40,19,6.655426355,26.14384005,66.20569924,107.2361366,maize,Brazil,-14.235,-51.9253
60,57,24,6.1212940410000005,18.66116213,61.55327249,75.03247667,maize,South Africa,-30.5595,22.9375
71,52,18,5.790770202999999,25.10787449,55.97732754,78.16077693,maize,USA,40.7128,-74.006
61,59,17,6.47444292,23.33844615,59.24580604,105.0083144,maize,USA,40.7128,-74.006
88,38,15,6.455116637000001,25.08239719,65.92195844,62.49190812,maize,Brazil,-14.235,-51.9253
65,60,22,6.6069840860000015,25.36768364,72.52054555,107.9124111,maize,Brazil,-14.235,-51.9253
78,37,22,6.330554389,25.34217103,63.31801994,74.52082026,maize,South Africa,-30.5595,22.9375
78,58,15,6.5286312660000005,25.00933355,67.816568,62.91359494,maize,USA,40.7128,-74.006
92,60,23,5.721667141,18.66746724,71.516474,69.93293255,maize,South Africa,-30.5595,22.9375
79,59,17,6.644205485,20.37999665,63.73849998,108.5054416,maize,South Africa,-30.5595,22.9375
91,55,15,6.376651091,18.09300227,72.61024172,78.96159541,maize,Brazil,-14.235,-51.9253
76,51,18,6.247040422,26.16985907,71.96246617,79.84925393,maize,USA,40.7128,-74.006
87,48,25,6.656730007999999,18.65396672,61.37879671,93.62039175,maize,USA,40.7128,-74.006
71,60,22,6.2048017,26.07470121,59.37147589,85.75692395,maize,South Africa,-30.5595,22.9375
90,57,24,6.158860284,18.92851916,72.80086137,82.34162918,maize,Brazil,-14.235,-51.9253
67,35,22,6.385684213999999,23.30546753,63.24648023,108.7603001,maize,USA,40.7128,-74.006
60,54,19,6.417820493,18.74826712,62.49878458,70.23401597,maize,USA,40.7128,-74.006
83,58,23,6.381201909,19.74213321,59.66263104,65.50861389,maize,USA,40.7128,-74.006
83,57,19,6.877869005,25.73044432,70.74739256,98.73771338,maize,South Africa,-30.5595,22.9375
40,72,77,7.485996067,17.02498456,16.98861173,88.55123143,chickpea,India,20.5937,78.9629
23,72,84,6.920251378,19.02061277,17.13159126,79.92698081,chickpea,Turkey,38.9637,35.2433
39,58,85,5.9969320370000005,17.88776475,15.40589717,68.54932919,chickpea,India,20.5937,78.9629
22,72,85,6.391173589,18.86805647,15.65809214,88.51048983,chickpea,Turkey,38.9637,35.2433
36,67,77,7.152811172000001,18.36952567,19.56381041,79.26357665,chickpea,India,20.5937,78.9629
32,73,81,5.988992796000002,20.45078582,15.40312102,92.68373702,chickpea,India,20.5937,78.9629
58,70,84,6.231049027999999,20.6543203,16.60820843,74.6631118,chickpea,India,20.5937,78.9629
59,70,84,7.550808267000001,17.3348681,18.74926979,82.61734721,chickpea,India,20.5937,78.9629
42,62,75,7.010570541,18.17912258,18.90426935,81.84997529,chickpea,India,20.5937,78.9629
28,74,81,8.753795334,18.01272266,18.30968112,81.98568791,chickpea,India,20.5937,78.9629
58,66,79,8.718192847000001,20.99373558,19.33470387,93.55280105,chickpea,India,20.5937,78.9629
43,66,79,7.976607593,19.46233971,15.22538951,74.58565097,chickpea,Australia,-25.2744,133.7751
58,63,81,6.515499548999999,19.81344531,14.69765308,78.96514709,chickpea,Australia,-25.2744,133.7751
23,62,85,8.490127142,18.97424756,19.5161216,80.7108745,chickpea,India,20.5937,78.9629
27,62,77,6.576415562,18.19737048,14.71070537,70.18185181,chickpea,India,20.5937,78.9629
28,72,84,6.481783042999999,18.72963144,19.18197264,71.58010169,chickpea,Turkey,38.9637,35.2433
50,56,76,7.966605025,20.99502153,19.8601304,73.50734019,chickpea,Australia,-25.2744,133.7751
39,71,84,8.140825437,20.28155898,16.39535215,82.52339655,chickpea,Australia,-25.2744,133.7751
25,78,76,7.228963452,17.48042641,15.7559405,66.96980581,chickpea,Australia,-25.2744,133.7751
31,70,77,6.492546046,20.88818675,14.32313811,90.46228334,chickpea,Australia,-25.2744,133.7751
26,80,83,7.528599957000001,17.08498521,16.14565756,71.31007253,chickpea,Turkey,38.9637,35.2433
25,68,77,7.701446446,20.09340593,15.11279612,85.74904898,chickpea,Australia,-25.2744,133.7751
31,78,76,8.519975748,17.57212145,14.99927489,89.31050665,chickpea,Turkey,38.9637,35.2433
60,68,83,6.620900869,19.12065218,18.43475844,85.52950164,chickpea,Australia,-25.2744,133.7751
59,62,83,8.104396057999999,18.57665902,19.22008229,72.94940441,chickpea,Australia,-25.2744,133.7751
22,67,78,6.204090835,17.16606398,14.42457525,72.32667516,chickpea,Australia,-25.2744,133.7751
36,65,80,6.051091339,18.2872007,16.67921616,74.87445574,chickpea,Australia,-25.2744,133.7751
59,60,84,7.690962337999999,19.03025305,18.66725565,94.70992037,chickpea,India,20.5937,78.9629
54,77,85,7.8292111439999985,17.141861399999996,17.0662427,83.74606679,chickpea,Turkey,38.9637,35.2433
43,68,81,6.761599706,17.47809436,17.93253975,78.92060234,chickpea,Turkey,38.9637,35.2433
28,76,82,6.654425315,20.56601874,14.25803981,83.75937135,chickpea,India,20.5937,78.9629
42,79,85,6.129533877,17.22385224,15.82069268,76.57580954,chickpea,India,20.5937,78.9629
32,60,83,8.829273328,19.69141713,19.44225438,91.76071648,chickpea,Australia,-25.2744,133.7751
22,78,76,8.621662982,17.84851658,19.09172907,76.32470713,chickpea,India,20.5937,78.9629
31,79,75,8.204862075,18.8202251,16.1074793,89.73119396,chickpea,India,20.5937,78.9629
28,58,81,6.18042747,17.47500984,16.54314829,93.35034262,chickpea,Australia,-25.2744,133.7751
57,58,77,7.978996755,18.72649425,17.58406365,81.20176515,chickpea,Turkey,38.9637,35.2433
49,55,78,7.863113671,18.65580107,16.17772668,81.70769297,chickpea,Australia,-25.2744,133.7751
46,76,77,6.967843048,18.2356751,19.68538502,83.74879344,chickpea,India,20.5937,78.9629
54,61,77,6.206582192999999,18.81198127,15.21618225,77.54294240000002,chickpea,Australia,-25.2744,133.7751
38,60,76,8.868741443,18.65054116,17.80852431,77.92798682,chickpea,India,20.5937,78.9629
59,55,79,8.766128654,20.36720401,16.89574311,82.2545577,chickpea,Turkey,38.9637,35.2433
36,76,75,8.736337905,18.38120357,16.63805158,70.52056697,chickpea,Australia,-25.2744,133.7751
57,68,81,8.081095263,17.17012591,17.30457712,72.78624223,chickpea,Turkey,38.9637,35.2433
35,66,81,6.138243973,19.37101121,15.77458129,85.24819851,chickpea,Turkey,38.9637,35.2433
35,64,78,7.496645259,17.92845928,14.27327988,85.37378769,chickpea,India,20.5937,78.9629
52,60,79,8.380185271,19.45339934,18.23490739,75.6317566,chickpea,Australia,-25.2744,133.7751
27,76,83,6.289614016,19.12829388,14.92241479,89.61857826,chickpea,Australia,-25.2744,133.7751
57,60,84,6.586777189,19.1034283,17.26184541,75.49101167,chickpea,India,20.5937,78.9629
52,68,78,6.89655198,17.48504075,16.96070581,86.05078037,chickpea,Turkey,38.9637,35.2433
43,79,79,7.8067476560000015,19.40751744,18.98030507,80.25064637,chickpea,Turkey,38.9637,35.2433
44,74,85,7.150681303,20.18649426,19.63719995,78.26039559,chickpea,Australia,-25.2744,133.7751
24,55,78,6.64919573,17.30287885,15.15405941,75.57790384,chickpea,Turkey,38.9637,35.2433
29,77,75,7.778591617999999,17.50361137,15.48083156,72.9446671,chickpea,India,20.5937,78.9629
20,60,78,6.358740355,18.17234999,14.70085967,90.7760707,chickpea,Turkey,38.9637,35.2433
56,67,78,8.255450758,17.57445618,16.71826572,77.81891424,chickpea,Australia,-25.2744,133.7751
37,66,85,6.456148474,20.93175255,18.91295403,78.06910795,chickpea,Turkey,38.9637,35.2433
49,71,76,6.613072145,19.71098332,17.63879418,85.57925437,chickpea,Australia,-25.2744,133.7751
59,69,80,8.165359297,19.07937684,17.86754927,69.40619137,chickpea,Australia,-25.2744,133.7751
20,79,77,7.64867466,18.54988627,16.02542689,76.32565249,chickpea,Australia,-25.2744,133.7751
24,56,85,6.545888558,18.19903647,17.41333199,80.6405403,chickpea,Turkey,38.9637,35.2433
51,72,75,7.1042247970000005,18.88852533,14.99451145,80.11133840000002,chickpea,India,20.5937,78.9629
57,73,85,7.358099622,18.49311205,14.72115044,91.94595352,chickpea,Australia,-25.2744,133.7751
22,64,82,6.4740245000000005,19.48974337,17.17260319,87.51312796,chickpea,Australia,-25.2744,133.7751
52,73,79,7.840339388999999,17.25769499,18.74943955,94.00287214,chickpea,India,20.5937,78.9629
29,75,75,7.064790365,19.62416326,18.71483156,88.4585692,chickpea,Turkey,38.9637,35.2433
44,59,78,7.599033472,20.67526473,19.85388984,84.78344008,chickpea,Turkey,38.9637,35.2433
41,69,82,6.715587232000001,20.02381489,16.63294455,68.97806542,chickpea,Australia,-25.2744,133.7751
52,56,85,6.81712422,20.118744600000007,14.44228303,88.68168643,chickpea,Turkey,38.9637,35.2433
34,76,80,7.985417393,20.65691793,15.84572566,65.23811143,chickpea,India,20.5937,78.9629
42,74,83,7.545258424,19.2582557,14.2804191,65.78042032,chickpea,Turkey,38.9637,35.2433
34,71,79,7.728998197,17.927806,15.85622899,74.63872762,chickpea,India,20.5937,78.9629
27,73,79,7.354973451,19.16288268,15.83500655,82.69766829,chickpea,Turkey,38.9637,35.2433
30,70,79,7.313122235,20.26942271,19.96978871,69.64449182,chickpea,Turkey,38.9637,35.2433
57,57,75,7.785039076,17.09104223,18.25142068,87.27444866,chickpea,Turkey,38.9637,35.2433
27,79,82,6.307004922999999,17.06579293,17.54024066,70.87150577,chickpea,Australia,-25.2744,133.7751
32,71,85,6.4039823160000005,20.62767492,14.44008871,92.06630306,chickpea,Turkey,38.9637,35.2433
31,76,82,7.599279991,20.8248451,17.85057083,79.20509212,chickpea,Turkey,38.9637,35.2433
33,75,84,7.217018459,19.46210401,18.72831993,68.81405149,chickpea,India,20.5937,78.9629
47,80,77,7.561108006,17.18248372,16.42891834,72.85017344,chickpea,Australia,-25.2744,133.7751
54,62,80,7.489545074,17.48911699,16.39055394,79.45758333,chickpea,India,20.5937,78.9629
47,79,78,6.609696734,17.48395377,14.76014523,65.11365631,chickpea,Turkey,38.9637,35.2433
35,57,83,7.476800943,19.48316794,17.44534641,80.4986291,chickpea,Turkey,38.9637,35.2433
53,73,77,7.325451279,19.71359733,18.09665739,73.64476535,chickpea,Turkey,38.9637,35.2433
45,61,78,6.489389282,19.48649305,16.06240074,81.52842690000001,chickpea,Turkey,38.9637,35.2433
